item_id,description,region_id,year,price
410101,PRIV RENTD UNFURNISHD PROPERTY,UKC,1995,177.89047
410101,PRIV RENTD UNFURNISHD PROPERTY,UKC,1996,190.1586
410101,PRIV RENTD UNFURNISHD PROPERTY,UKC,1997,224.04771
410101,PRIV RENTD UNFURNISHD PROPERTY,UKC,1998,257.34662
410101,PRIV RENTD UNFURNISHD PROPERTY,UKC,1999,274.5783
410101,PRIV RENTD UNFURNISHD PROPERTY,UKC,2000,303.2053
410101,PRIV RENTD UNFURNISHD PROPERTY,UKC,2001,330.72247
410101,PRIV RENTD UNFURNISHD PROPERTY,UKC,2002,361.19244
410101,PRIV RENTD UNFURNISHD PROPERTY,UKC,2003,364.4017
410101,PRIV RENTD UNFURNISHD PROPERTY,UKC,2004,430.13818
410101,PRIV RENTD UNFURNISHD PROPERTY,UKC,2005,519.01917
410101,PRIV RENTD UNFURNISHD PROPERTY,UKC,2006,538.76166
410101,PRIV RENTD UNFURNISHD PROPERTY,UKC,2007,526.44104
410101,PRIV RENTD UNFURNISHD PROPERTY,UKC,2008,539.9134
410101,PRIV RENTD UNFURNISHD PROPERTY,UKC,2009,534.7477
410101,PRIV RENTD UNFURNISHD PROPERTY,UKC,2010,525.9576
410101,PRIV RENTD UNFURNISHD PROPERTY,UKC,2011,492.0875
410101,PRIV RENTD UNFURNISHD PROPERTY,UKC,2012,570.49646
410101,PRIV RENTD UNFURNISHD PROPERTY,UKD,1995,177.34007
410101,PRIV RENTD UNFURNISHD PROPERTY,UKD,1996,224.73074
410101,PRIV RENTD UNFURNISHD PROPERTY,UKD,1997,273.3289
410101,PRIV RENTD UNFURNISHD PROPERTY,UKD,1998,340.1799
410101,PRIV RENTD UNFURNISHD PROPERTY,UKD,1999,414.90698
410101,PRIV RENTD UNFURNISHD PROPERTY,UKD,2000,432.41107
410101,PRIV RENTD UNFURNISHD PROPERTY,UKD,2001,419.52457
410101,PRIV RENTD UNFURNISHD PROPERTY,UKD,2002,351.9709
410101,PRIV RENTD UNFURNISHD PROPERTY,UKD,2003,382.9841
410101,PRIV RENTD UNFURNISHD PROPERTY,UKD,2004,387.8399
410101,PRIV RENTD UNFURNISHD PROPERTY,UKD,2005,431.39154
410101,PRIV RENTD UNFURNISHD PROPERTY,UKD,2006,481.19186
410101,PRIV RENTD UNFURNISHD PROPERTY,UKD,2007,502.6265
410101,PRIV RENTD UNFURNISHD PROPERTY,UKD,2008,508.8091
410101,PRIV RENTD UNFURNISHD PROPERTY,UKD,2009,510.06555
410101,PRIV RENTD UNFURNISHD PROPERTY,UKD,2010,520.6193
410101,PRIV RENTD UNFURNISHD PROPERTY,UKD,2011,521.2446
410101,PRIV RENTD UNFURNISHD PROPERTY,UKD,2012,536.17615
410101,PRIV RENTD UNFURNISHD PROPERTY,UKE,1995,253.75206
410101,PRIV RENTD UNFURNISHD PROPERTY,UKE,1996,288.66068
410101,PRIV RENTD UNFURNISHD PROPERTY,UKE,1997,329.12924
410101,PRIV RENTD UNFURNISHD PROPERTY,UKE,1998,348.2984
410101,PRIV RENTD UNFURNISHD PROPERTY,UKE,1999,360.7635
410101,PRIV RENTD UNFURNISHD PROPERTY,UKE,2000,420.96185
410101,PRIV RENTD UNFURNISHD PROPERTY,UKE,2001,335.7548
410101,PRIV RENTD UNFURNISHD PROPERTY,UKE,2002,348.01474
410101,PRIV RENTD UNFURNISHD PROPERTY,UKE,2003,360.74762
410101,PRIV RENTD UNFURNISHD PROPERTY,UKE,2004,364.20526
410101,PRIV RENTD UNFURNISHD PROPERTY,UKE,2005,453.7197
410101,PRIV RENTD UNFURNISHD PROPERTY,UKE,2006,513.9028
410101,PRIV RENTD UNFURNISHD PROPERTY,UKE,2007,519.8063
410101,PRIV RENTD UNFURNISHD PROPERTY,UKE,2008,555.9351
410101,PRIV RENTD UNFURNISHD PROPERTY,UKE,2009,541.28156
410101,PRIV RENTD UNFURNISHD PROPERTY,UKE,2010,530.51575
410101,PRIV RENTD UNFURNISHD PROPERTY,UKE,2011,532.54956
410101,PRIV RENTD UNFURNISHD PROPERTY,UKE,2012,530.8393
410101,PRIV RENTD UNFURNISHD PROPERTY,UKF,1995,222.0523
410101,PRIV RENTD UNFURNISHD PROPERTY,UKF,1996,270.0602
410101,PRIV RENTD UNFURNISHD PROPERTY,UKF,1997,285.40775
410101,PRIV RENTD UNFURNISHD PROPERTY,UKF,1998,303.36923
410101,PRIV RENTD UNFURNISHD PROPERTY,UKF,1999,315.14023
410101,PRIV RENTD UNFURNISHD PROPERTY,UKF,2000,331.48822
410101,PRIV RENTD UNFURNISHD PROPERTY,UKF,2001,355.14474
410101,PRIV RENTD UNFURNISHD PROPERTY,UKF,2002,404.66333
410101,PRIV RENTD UNFURNISHD PROPERTY,UKF,2003,411.10773
410101,PRIV RENTD UNFURNISHD PROPERTY,UKF,2004,458.9066
410101,PRIV RENTD UNFURNISHD PROPERTY,UKF,2005,503.46368
410101,PRIV RENTD UNFURNISHD PROPERTY,UKF,2006,506.1993
410101,PRIV RENTD UNFURNISHD PROPERTY,UKF,2007,515.2818
410101,PRIV RENTD UNFURNISHD PROPERTY,UKF,2008,530.2545
410101,PRIV RENTD UNFURNISHD PROPERTY,UKF,2009,532.89215
410101,PRIV RENTD UNFURNISHD PROPERTY,UKF,2010,522.6116
410101,PRIV RENTD UNFURNISHD PROPERTY,UKF,2011,531.70734
410101,PRIV RENTD UNFURNISHD PROPERTY,UKF,2012,576.90326
410101,PRIV RENTD UNFURNISHD PROPERTY,UKG,1995,212.82123
410101,PRIV RENTD UNFURNISHD PROPERTY,UKG,1996,279.19876
410101,PRIV RENTD UNFURNISHD PROPERTY,UKG,1997,328.56787
410101,PRIV RENTD UNFURNISHD PROPERTY,UKG,1998,367.50516
410101,PRIV RENTD UNFURNISHD PROPERTY,UKG,1999,409.46286
410101,PRIV RENTD UNFURNISHD PROPERTY,UKG,2000,422.03366
410101,PRIV RENTD UNFURNISHD PROPERTY,UKG,2001,495.1642
410101,PRIV RENTD UNFURNISHD PROPERTY,UKG,2002,475.91187
410101,PRIV RENTD UNFURNISHD PROPERTY,UKG,2003,475.41968
410101,PRIV RENTD UNFURNISHD PROPERTY,UKG,2004,525.17883
410101,PRIV RENTD UNFURNISHD PROPERTY,UKG,2005,542.4304
410101,PRIV RENTD UNFURNISHD PROPERTY,UKG,2006,559.6081
410101,PRIV RENTD UNFURNISHD PROPERTY,UKG,2007,570.8699
410101,PRIV RENTD UNFURNISHD PROPERTY,UKG,2008,577.9445
410101,PRIV RENTD UNFURNISHD PROPERTY,UKG,2009,592.37286
410101,PRIV RENTD UNFURNISHD PROPERTY,UKG,2010,590.3669
410101,PRIV RENTD UNFURNISHD PROPERTY,UKG,2011,609.3522
410101,PRIV RENTD UNFURNISHD PROPERTY,UKG,2012,605.0863
410101,PRIV RENTD UNFURNISHD PROPERTY,UKH,1995,314.8873
410101,PRIV RENTD UNFURNISHD PROPERTY,UKH,1996,334.46786
410101,PRIV RENTD UNFURNISHD PROPERTY,UKH,1997,333.40237
410101,PRIV RENTD UNFURNISHD PROPERTY,UKH,1998,351.5881
410101,PRIV RENTD UNFURNISHD PROPERTY,UKH,1999,391.9096
410101,PRIV RENTD UNFURNISHD PROPERTY,UKH,2000,431.7073
410101,PRIV RENTD UNFURNISHD PROPERTY,UKH,2001,484.51465
410101,PRIV RENTD UNFURNISHD PROPERTY,UKH,2002,542.63666
410101,PRIV RENTD UNFURNISHD PROPERTY,UKH,2003,629.2319
410101,PRIV RENTD UNFURNISHD PROPERTY,UKH,2004,667.40375
410101,PRIV RENTD UNFURNISHD PROPERTY,UKH,2005,700.20276
410101,PRIV RENTD UNFURNISHD PROPERTY,UKH,2006,724.2544
410101,PRIV RENTD UNFURNISHD PROPERTY,UKH,2007,745.41614
410101,PRIV RENTD UNFURNISHD PROPERTY,UKH,2008,755.3434
410101,PRIV RENTD UNFURNISHD PROPERTY,UKH,2009,755.4808
410101,PRIV RENTD UNFURNISHD PROPERTY,UKH,2010,765.2685
410101,PRIV RENTD UNFURNISHD PROPERTY,UKH,2011,772.85913
410101,PRIV RENTD UNFURNISHD PROPERTY,UKH,2012,781.39734
410101,PRIV RENTD UNFURNISHD PROPERTY,UKI,1995,323.5671
410101,PRIV RENTD UNFURNISHD PROPERTY,UKI,1996,358.2198
410101,PRIV RENTD UNFURNISHD PROPERTY,UKI,1997,415.94147
410101,PRIV RENTD UNFURNISHD PROPERTY,UKI,1998,570.94354
410101,PRIV RENTD UNFURNISHD PROPERTY,UKI,1999,663.8136
410101,PRIV RENTD UNFURNISHD PROPERTY,UKI,2000,630.76953
410101,PRIV RENTD UNFURNISHD PROPERTY,UKI,2001,672.899
410101,PRIV RENTD UNFURNISHD PROPERTY,UKI,2002,785.1551
410101,PRIV RENTD UNFURNISHD PROPERTY,UKI,2003,827.9301
410101,PRIV RENTD UNFURNISHD PROPERTY,UKI,2004,801.40173
410101,PRIV RENTD UNFURNISHD PROPERTY,UKI,2005,805.38257
410101,PRIV RENTD UNFURNISHD PROPERTY,UKI,2006,993.7672
410101,PRIV RENTD UNFURNISHD PROPERTY,UKI,2007,1146.0236
410101,PRIV RENTD UNFURNISHD PROPERTY,UKI,2008,1516.71
410101,PRIV RENTD UNFURNISHD PROPERTY,UKI,2009,1312.5195
410101,PRIV RENTD UNFURNISHD PROPERTY,UKI,2010,1295.1638
410101,PRIV RENTD UNFURNISHD PROPERTY,UKI,2011,1286.2258
410101,PRIV RENTD UNFURNISHD PROPERTY,UKI,2012,1556.0172
410101,PRIV RENTD UNFURNISHD PROPERTY,UKJ,1995,356.49457
410101,PRIV RENTD UNFURNISHD PROPERTY,UKJ,1996,435.4483
410101,PRIV RENTD UNFURNISHD PROPERTY,UKJ,1997,480.56656
410101,PRIV RENTD UNFURNISHD PROPERTY,UKJ,1998,527.4258
410101,PRIV RENTD UNFURNISHD PROPERTY,UKJ,1999,567.3265
410101,PRIV RENTD UNFURNISHD PROPERTY,UKJ,2000,592.2957
410101,PRIV RENTD UNFURNISHD PROPERTY,UKJ,2001,677.37103
410101,PRIV RENTD UNFURNISHD PROPERTY,UKJ,2002,716.5018
410101,PRIV RENTD UNFURNISHD PROPERTY,UKJ,2003,694.11676
410101,PRIV RENTD UNFURNISHD PROPERTY,UKJ,2004,723.3278
410101,PRIV RENTD UNFURNISHD PROPERTY,UKJ,2005,729.9544
410101,PRIV RENTD UNFURNISHD PROPERTY,UKJ,2006,830.34357
410101,PRIV RENTD UNFURNISHD PROPERTY,UKJ,2007,850.81946
410101,PRIV RENTD UNFURNISHD PROPERTY,UKJ,2008,912.7599
410101,PRIV RENTD UNFURNISHD PROPERTY,UKJ,2009,871.6453
410101,PRIV RENTD UNFURNISHD PROPERTY,UKJ,2010,862.33966
410101,PRIV RENTD UNFURNISHD PROPERTY,UKJ,2011,947.4304
410101,PRIV RENTD UNFURNISHD PROPERTY,UKJ,2012,961.4709
410101,PRIV RENTD UNFURNISHD PROPERTY,UKK,1995,352.09863
410101,PRIV RENTD UNFURNISHD PROPERTY,UKK,1996,380.97647
410101,PRIV RENTD UNFURNISHD PROPERTY,UKK,1997,415.0862
410101,PRIV RENTD UNFURNISHD PROPERTY,UKK,1998,430.04297
410101,PRIV RENTD UNFURNISHD PROPERTY,UKK,1999,439.41376
410101,PRIV RENTD UNFURNISHD PROPERTY,UKK,2000,459.54755
410101,PRIV RENTD UNFURNISHD PROPERTY,UKK,2001,425.43036
410101,PRIV RENTD UNFURNISHD PROPERTY,UKK,2002,460.42236
410101,PRIV RENTD UNFURNISHD PROPERTY,UKK,2003,491.52823
410101,PRIV RENTD UNFURNISHD PROPERTY,UKK,2004,560.11163
410101,PRIV RENTD UNFURNISHD PROPERTY,UKK,2005,573.3051
410101,PRIV RENTD UNFURNISHD PROPERTY,UKK,2006,591.9335
410101,PRIV RENTD UNFURNISHD PROPERTY,UKK,2007,613.8163
410101,PRIV RENTD UNFURNISHD PROPERTY,UKK,2008,623.1371
410101,PRIV RENTD UNFURNISHD PROPERTY,UKK,2009,665.82465
410101,PRIV RENTD UNFURNISHD PROPERTY,UKK,2010,685.13947
410101,PRIV RENTD UNFURNISHD PROPERTY,UKK,2011,681.3454
410101,PRIV RENTD UNFURNISHD PROPERTY,UKK,2012,660.86554
410101,PRIV RENTD UNFURNISHD PROPERTY,UKL,1995,225.65059
410101,PRIV RENTD UNFURNISHD PROPERTY,UKL,1996,268.9826
410101,PRIV RENTD UNFURNISHD PROPERTY,UKL,1997,278.7419
410101,PRIV RENTD UNFURNISHD PROPERTY,UKL,1998,345.44037
